SWV ITM Data Console - ITM Port: 0
C device is ready.
MPU6050 is ready!
Calibration Complete!
Accel Offsets: X = -4145, Y = -917, Z = 14036
Gyro Offsets: X = -466, Y = 163, Z = -193
ax, ay, az, gx, gy, gz
0.2830, -0.1808, 0.0459, 14.4809, 14.8473, -27.7176
0.3106, -0.1796, 0.0483, 21.9847, 6.5191, -24.1527
0.3040, -0.1906, 0.0723, 20.5114, 6.6489, -21.6794
0.3065, -0.1799, 0.0674, 17.9466, 6.7939, -20.1832
0.2762, -0.1996, 0.0713, 16.0458, 8.2595, -18.1985
0.2632, -0.1989, 0.0732, 13.8702, 7.2214, -20.2366
0.2589, -0.2148, 0.0767, 9.5573, 6.6870, -21.2443
0.2601, -0.2133, 0.0664, 5.1908, 7.8092, -21.9466
0.2713, -0.2138, 0.0466, 3.5725, 4.8931, -21.9618
0.2723, -0.1935, 0.0444, 4.9924, 4.9695, -18.3511
0.2657, -0.1913, 0.0559, 5.3969, 5.9542, -15.2595
0.2794, -0.1835, 0.0737, 6.4122, 3.5115, -11.0534
0.2755, -0.1926, 0.0688, 6.7863, 1.1832, -4.2824
0.2706, -0.2014, 0.0481, 8.3969, -1.4733, 0.0153
0.2684, -0.1921, 0.0115, 10.0000, -2.3664, 6.6718
0.2610, -0.2182, 0.0034, 10.3435, -1.5649, 9.1756
0.2567, -0.2255, 0.0027, 2.9695, 3.3969, 3.0916
0.2481, -0.2116, 0.0103, 1.6412, 6.2595, 2.1679
0.2315, -0.2143, 0.0264, 3.0000, 5.1832, 3.3435
0.2320, -0.2062, 0.0503, 2.8855, 6.1908, 4.7863
0.2369, -0.2001, 0.0349, 4.3511, 5.3282, 6.8244
0.2613, -0.1916, 0.0342, 6.3511, 2.9008, 8.6641
0.2774, -0.1928, 0.0308, 6.7023, 1.3282, 9.2137
0.2752, -0.1970, 0.0352, 6.4122, 0.0229, 11.6107
0.2847, -0.1772, 0.0298, 7.3359, -2.0763, 15.7176
0.2725, -0.1782, 0.0190, 8.8779, -3.8244, 18.1298
0.2603, -0.1804, 0.0366, 9.4809, -3.6641, 19.8015
0.2361, -0.2023, 0.0479, 5.1527, -1.5878, 18.6870
0.2347, -0.1823, 0.0557, 5.1832, -1.7023, 17.7863
0.2342, -0.1826, 0.0754, 10.4275, -4.4962, 14.8550
0.2498, -0.1642, 0.0852, 9.5420, -6.2061, 17.7099
0.2906, -0.1511, 0.0791, 10.3893, -9.3053, 18.5878
0.3047, -0.1335, 0.0857, 15.0611, -16.7481, 25.3359
0.3079, -0.1552, 0.0740, 13.1985, -22.5649, 32.0382
0.3211, -0.1730, 0.0273, 4.2595, -22.4504, 34.4046
0.3243, -0.1723, 0.0027, 4.2977, -22.7252, 34.1603
0.3045, -0.1808, 0.0015, 3.7328, -24.3359, 34.4809
0.3026, -0.2009, -0.0303, -0.8931, -21.7557, 32.7176
0.2886, -0.1721, -0.0154, -6.4427, -16.1069, 26.1450
0.2784, -0.1689, 0.0090, -5.4733, -15.2748, 24.0611
0.2513, -0.1664, 0.0427, -8.6641, -14.2137, 24.2214
0.2427, -0.1430, 0.0791, -11.2672, -14.4427, 25.0076
0.2379, -0.1430, 0.1084, -15.2366, -18.8779, 23.5191
0.2059, -0.1076, 0.0981, -13.5115, -23.4809, 26.1603
0.2486, -0.1074, 0.1028, -7.1069, -30.7023, 35.4046
0.2371, -0.1262, 0.0916, -3.8702, -34.5420, 41.4580
0.2525, -0.1423, 0.0591, -9.4198, -29.7939, 39.3053
0.2681, -0.1486, 0.0417, -13.2443, -25.8626, 34.0382
0.3016, -0.1218, 0.0034, -18.2672, -21.3740, 22.3740
0.3062, -0.0873, 0.0022, -12.4122, -21.4351, 16.3359
0.3358, -0.0490, 0.1069, 6.1756, -21.6947, -1.9695
0.2254, -0.0766, 0.0427, 12.4733, -12.3664, 11.2977
0.1988, -0.0917, 0.0715, 12.7939, -5.1908, 19.5038
0.1680, -0.1039, 0.0884, 3.6336, -2.1679, 24.3206
0.1470, -0.1381, 0.0586, -11.0687, 0.3206, 29.4122
0.1863, -0.1315, -0.0134, -30.9389, 5.6489, 25.7863
0.2444, -0.0737, -0.0222, -31.8779, 8.8244, 22.3588
0.2225, -0.1118, -0.0229, -26.8931, 12.3130, 20.6947
0.1756, -0.1601, -0.0132, -28.8397, 17.1908, 13.7863
0.1414, -0.1891, 0.0205, -27.8168, 16.5725, 9.8931
0.1258, -0.1467, 0.0027, -19.2366, 8.6489, 13.3817
0.1253, -0.1413, -0.0132, -7.4504, 0.5191, 17.0305
0.1639, -0.1401, -0.0837, -9.3817, -2.0229, 25.8015
0.1971, -0.1398, -0.0850, -24.6107, 7.1221, 25.1527
0.1822, -0.1418, -0.0850, -36.4427, 17.2824, 17.5802
0.1575, -0.1249, -0.0173, -40.5802, 20.1832, 10.8244
0.1036, -0.1432, 0.0215, -37.5725, 15.7328, 10.7252
0.0684, -0.1528, 0.0288, -30.8779, 8.2366, 12.5878
0.0709, -0.1328, 0.0398, -25.4046, 4.9542, 12.2061
0.0977, -0.1237, 0.0334, -23.5725, 7.0534, 12.8473
0.1378, -0.0876, 0.0303, -15.0840, 4.8092, 18.5954
0.1404, -0.1037, 0.0198, -15.4580, 1.9160, 22.0687
0.1175, -0.1279, 0.0229, -15.8931, 1.1832, 23.5496
0.0801, -0.1481, 0.0105, -12.2519, -4.0916, 19.8855
0.0584, -0.1542, -0.0039, -6.5649, -9.1603, 19.1985
0.0501, -0.1594, -0.0090, -5.2672, -10.7710, 19.8321
0.0499, -0.1579, -0.0269, -6.1985, -8.5420, 18.4046
0.0650, -0.1428, -0.0232, -9.2061, -4.7405, 14.4809
0.0748, -0.1491, -0.0098, -12.4962, -4.8855, 10.7252
0.0958, -0.1164, -0.0024, -11.2977, -7.2595, 13.9695
0.0916, -0.1076, 0.0312, -7.2290, -11.0458, 18.6183
0.0945, -0.1081, 0.0352, -2.3282, -16.6641, 20.7786
0.0941, -0.1032, 0.0222, 5.2748, -19.1069, 26.5114
0.0779, -0.1354, 0.0327, 9.9542, -17.8092, 27.9389
0.0508, -0.1542, 0.0410, 8.3817, -13.8473, 29.2672
0.0396, -0.1569, 0.0225, 5.4809, -7.4351, 28.7405
0.0496, -0.1462, 0.0254, 5.2748, -5.5878, 25.6947
0.0572, -0.1354, 0.0471, 7.3893, -4.9695, 26.4886
0.0738, -0.1154, 0.0681, 11.0840, -8.1908, 27.3969
0.0648, -0.1274, 0.0625, 12.9389, -10.2824, 24.2748
0.0401, -0.1516, 0.0383, 9.0611, -7.5649, 15.4046
0.0443, -0.1432, 0.0283, 3.3817, -1.8473, 7.2443
0.0482, -0.1384, 0.0408, 0.3282, 1.9084, 3.1985
0.0613, -0.1345, 0.0132, 3.0992, -1.2214, 1.9008
0.0530, -0.1337, 0.0083, -0.4809, -6.2137, -1.9160
0.0679, -0.1411, -0.0183, 3.5267, -1.3130, 7.1298
0.0848, -0.1545, 0.0112, -2.3893, -0.7176, 1.7557
0.0684, -0.1196, 0.0405, 5.5344, -8.3588, 2.3282
0.0276, -0.1701, 0.0452, 6.5420, -6.6718, 3.9237
0.0257, -0.1506, 0.0437, 4.4275, -3.7405, -0.0840
0.0333, -0.1655, 0.0386, 7.0305, -5.9695, -3.8626
0.0591, -0.1345, 0.0322, 7.2137, -8.7328, -3.4885
0.0777, -0.1110, 0.0391, 12.9542, -12.8168, -0.7634
0.0831, -0.1279, 0.0564, 15.0305, -15.6412, 1.8092
0.0726, -0.1494, 0.0393, 11.7863, -14.9466, -0.1298
0.0784, -0.1310, 0.0388, 8.8855, -10.8321, -1.0687
0.0865, -0.1413, 0.0535, 9.2137, -9.8779, 1.0840
0.0960, -0.1330, 0.0474, 6.0458, -8.8244, 0.5573
0.0838, -0.1191, 0.0645, 5.0229, -7.3740, 1.9695
0.0892, -0.1149, 0.0679, 8.5267, -10.3969, 3.1450
0.0674, -0.1042, 0.0652, 7.0000, -10.3664, 0.7099
0.0438, -0.1015, 0.0532, 0.7863, -5.2519, -5.1756
0.0269, -0.0744, 0.0967, 2.4275, -5.5954, -6.8473
0.0147, -0.0825, 0.1038, 8.0229, -10.1450, -4.9008
-0.0197, -0.1154, 0.0730, 6.9389, -9.9924, -6.1756
-0.0016, -0.1057, 0.0491, 4.3969, -7.8626, -7.6031
0.0276, -0.0715, 0.0381, 6.8244, -7.9237, -6.4885
0.0394, -0.0510, 0.0535, 13.3893, -11.8931, -2.5191
0.0584, -0.0124, 0.0586, 23.9237, -17.5496, 6.7252
0.0765, 0.0081, 0.0667, 43.9771, -24.2595, 21.3740
0.0628, -0.0097, 0.0459, 58.0763, -29.6947, 34.7634
0.0391, -0.0383, 0.0413, 57.4504, -25.7176, 33.5115
0.0157, -0.0942, 0.0100, 41.9237, -13.8244, 20.8168
0.0565, -0.0895, 0.0017, 21.9237, 2.6336, 2.5420
0.1185, -0.0468, 0.0034, 15.6489, 12.3206, -9.7710
0.1849, -0.0163, 0.0005, 15.8168, 15.1221, -10.7557
0.2386, 0.0118, 0.0071, 13.0840, 19.0000, -9.6489
0.2886, 0.0609, 0.0281, 16.1985, 16.9924, -1.0992
0.3255, 0.1009, 0.0200, 29.7557, 6.1603, 17.7328
0.3265, 0.0701, 0.0244, 45.4122, 0.1832, 33.5344
0.3128, 0.0255, 0.0134, 51.1603, -3.4351, 35.8931
0.2740, -0.0346, -0.0034, 43.5954, 1.0458, 25.6718
0.2274, -0.1030, -0.0337, 24.2290, 11.3969, 0.7405
0.2318, -0.0900, -0.0095, 5.2901, 19.0534, -27.0382
0.2254, -0.0678, 0.0640, -4.6107, 20.7252, -54.5573
0.2288, -0.0519, 0.0813, -10.8015, 22.7099, -54.7405
0.2303, -0.0500, 0.0459, -10.4122, 24.2824, -49.1756
0.2308, -0.0602, 0.0215, -13.4046, 24.9695, -51.2137
0.2220, -0.0810, 0.0557, -18.6947, 21.7099, -58.7710
0.1929, -0.1037, 0.1091, -21.7634, 13.7099, -61.2061
0.2056, -0.0964, 0.1116, -15.9160, 3.2290, -55.7939
0.2120, -0.1022, 0.0840, -6.7099, -5.0611, -48.1908
0.2193, -0.1096, 0.0349, -5.8473, -1.8168, -46.8092
0.2366, -0.0969, 0.0090, -10.0153, 9.9160, -51.0229
0.2684, -0.0888, -0.0051, -20.1756, 12.5649, -55.2519
0.2515, -0.0370, 0.0818, -16.3206, 17.0992, -56.4733
0.2103, -0.0632, 0.0813, -13.2748, 16.9466, -49.3588
0.2169, -0.0839, 0.0652, -14.2290, 17.5267, -49.8244
0.2042, -0.0856, 0.0247, -6.3435, 13.5191, -44.3817
0.1985, -0.1205, -0.0071, -4.0611, 14.4427, -47.1908
0.2093, -0.1108, -0.0129, -1.1069, 16.8702, -43.2595
0.2293, -0.0991, -0.0337, 1.9771, 20.5191, -42.3435
0.2650, -0.1030, -0.0208, 5.4198, 22.4504, -34.8168
0.2852, -0.0944, -0.0447, 1.9160, 24.0916, -35.0382
0.3030, -0.0825, -0.0181, 3.2748, 25.4351, -32.3893
0.2713, -0.0993, 0.0010, 6.1221, 22.0687, -29.6031
0.2369, -0.1462, 0.0049, 4.0458, 21.3740, -28.0687
0.2252, -0.1506, -0.0100, -0.9466, 23.4733, -31.8168
0.2332, -0.1586, -0.0146, 0.4427, 24.9160, -35.4351
0.2256, -0.1613, -0.0142, -1.4733, 28.5649, -39.2901
0.2447, -0.1393, -0.0032, 2.3969, 28.0305, -36.4580
0.2610, -0.1352, 0.0059, 6.6183, 27.6870, -29.5725
0.2606, -0.1164, 0.0186, 12.4580, 22.9313, -22.5954
0.2405, -0.1533, 0.0398, 15.0229, 16.6260, -18.1603
0.2134, -0.1613, 0.0278, 11.0305, 14.9542, -15.5038
0.2176, -0.1916, 0.0579, 6.2366, 14.3435, -19.0076
0.2286, -0.1877, 0.0625, 3.1450, 13.8855, -15.1985
0.2430, -0.1923, 0.0342, -1.3206, 14.6641, -18.1985
0.2581, -0.1716, 0.0068, -1.8626, 16.1069, -15.6031
0.2747, -0.1740, -0.0046, -1.7481, 19.2366, -15.3969
0.2608, -0.1799, 0.0195, -3.8168, 22.3359, -16.9847
0.2686, -0.1813, 0.0513, -1.8473, 19.9389, -11.3435
0.2769, -0.1967, 0.0439, -1.9542, 16.5573, -3.6565
0.2901, -0.1877, 0.0376, 2.6107, 11.4809, 3.8473
0.2945, -0.2221, 0.0054, 3.9695, 9.9695, 8.4885
0.2764, -0.2348, 0.0449, 0.2748, 11.2977, 5.5115
0.2867, -0.2209, 0.0527, 0.3206, 7.3053, 7.6336
0.2798, -0.2263, 0.0520, -0.7557, 4.9847, 11.0534
0.2921, -0.2184, 0.0613, -0.9924, 0.4885, 12.7252
0.2986, -0.2016, 0.0645, 0.9313, -5.9924, 17.2901
0.3218, -0.1821, 0.0378, 3.7405, -11.2977, 21.1603
0.3243, -0.1706, 0.0088, 6.0916, -13.2672, 27.3969
0.2991, -0.1528, 0.0024, 7.9771, -11.9389, 29.6947
0.2383, -0.1528, 0.0330, 11.2824, -12.6947, 32.9542
0.1790, -0.1508, 0.0847, 13.4427, -16.0305, 35.0611
0.1456, -0.1733, 0.1125, 10.8626, -17.8092, 33.9695
0.1304, -0.1786, 0.1287, 5.3282, -19.1450, 30.7710
0.1365, -0.1794, 0.1313, -1.1527, -21.7557, 30.2214
0.1693, -0.1718, 0.1252, -5.9542, -24.7557, 27.2290
0.2200, -0.1308, 0.1057, -3.4656, -29.7252, 30.8931
0.2452, -0.1472, 0.0798, 4.1832, -30.8321, 20.7252
0.2720, -0.1518, 0.0593, 0.3130, -31.9618, 33.1450
0.3030, -0.1528, 0.0474, -2.9389, -32.1985, 32.1985
0.3160, -0.1452, 0.0393, -3.6412, -35.1374, 29.8855
0.3370, -0.1205, 0.0413, -0.5573, -37.5038, 32.8397
0.3458, -0.1137, 0.0410, 0.6947, -40.3893, 33.7405
0.3560, -0.0974, 0.0317, 0.5878, -43.8931, 40.5954
0.3704, -0.0971, 0.0449, -1.5954, -52.1069, 38.8168
0.3409, -0.1157, 0.0425, -15.3053, -51.0687, 23.8168
0.3289, -0.0849, 0.0391, -15.4275, -47.4580, 20.5267
0.2620, -0.0688, 0.0620, -17.2977, -36.9771, 15.5496
0.2098, -0.0290, 0.1575, -9.0763, -22.3817, 19.8015
0.1214, -0.1037, 0.1721, -11.9771, -7.0534, 9.8550
0.0894, -0.0993, 0.2407, -20.5649, 1.1298, 14.3130
0.0933, -0.1091, 0.2561, -21.8397, -4.8931, 21.1908
0.1187, -0.1281, 0.2014, -20.5725, -16.6718, 31.9084
0.1653, -0.1430, 0.1208, -15.5725, -32.7023, 33.8092
0.2208, -0.1747, -0.0254, -8.9466, -50.0534, 36.7099
0.2830, -0.1513, -0.1990, 3.4427, -52.4809, 38.4809
0.3091, -0.1779, -0.2161, 8.5725, -39.3817, 32.3664
0.2842, -0.1574, -0.1704, 3.6031, -20.0840, 28.0840
0.2352, -0.1435, -0.0515, -1.2672, -2.6947, 22.2977
0.1873, -0.1213, 0.0662, -7.0992, 2.7634, 19.1985
0.2095, -0.0729, 0.0696, -8.9771, 0.8015, 22.2214
0.2332, -0.0532, 0.0391, -10.6641, -3.4809, 25.3588
0.2718, -0.0651, -0.0129, -16.0534, 0.9084, 24.5573
0.2598, -0.0991, -0.0642, -17.0840, 7.4122, 17.6107
0.2252, -0.1262, -0.0608, -13.9313, 14.7023, 5.4275
0.2095, -0.0900, -0.0417, -11.1527, 19.2748, -1.6489
0.2003, -0.0563, 0.0044, -9.6565, 14.6947, 0.0382
0.2120, -0.0068, 0.0601, -10.4504, 10.3664, 5.9084
0.2479, 0.0186, 0.0723, -11.1756, 5.9542, 14.3053
0.2740, 0.0220, 0.0613, -10.7252, 5.6260, 19.6107
0.2586, -0.0063, 0.0408, -17.6718, 11.8321, 24.5954
0.2205, -0.0676, 0.0354, -28.3282, 16.7328, 16.2519
0.1590, -0.1166, 0.0054, -36.5267, 18.8702, 8.1450
0.1234, -0.1093, -0.0063, -35.9008, 19.8092, 4.6031
0.1019, -0.1203, -0.0396, -31.9466, 19.1679, -4.4809
0.1016, -0.0851, -0.0295, -18.3206, 12.8779, -0.7710
0.1080, -0.0834, -0.0156, -5.2748, 2.7405, 6.0992
0.1126, -0.0683, 0.0105, 2.0076, -7.2290, 6.6565
0.1441, -0.0197, 0.0254, 7.4427, -14.2137, 12.2366
0.1729, -0.0124, 0.0295, 13.1221, -18.0229, 20.2443
0.1627, -0.0556, -0.0020, 9.8626, -15.5954, 20.4656
0.1439, -0.0724, -0.0112, -1.5802, -5.4809, 15.1298
0.0814, -0.1142, -0.0012, -8.0000, 3.5954, 9.9924
0.0162, -0.1286, 0.0293, -15.1832, 7.8168, -0.3435
0.0015, -0.1325, 0.0278, -14.7939, 4.6412, -6.1450
0.0352, -0.1166, 0.0044, -9.0153, -0.9618, -7.0763
0.1058, -0.0876, -0.0063, -5.0611, -3.6489, -5.7252
0.1522, -0.0556, -0.0320, 1.8779, -6.3893, -0.5115
0.1690, -0.0449, -0.0247, 8.6947, -10.0153, 6.0840
0.1526, -0.0383, 0.0210, 15.9084, -11.9771, 16.0611
0.1207, -0.0695, 0.0203, 18.9618, -11.5878, 20.8244
0.0845, -0.0891, 0.0273, 18.3130, -7.8015, 19.3511
0.0660, -0.1093, 0.0354, 11.9618, -3.1832, 10.0611
0.0770, -0.0988, 0.0605, 5.1679, 1.1756, 0.4122
0.0967, -0.0629, 0.0664, 3.2366, 2.5496, -2.0534
0.1187, -0.0651, 0.0879, 4.2366, 1.8473, 2.5420
0.1273, -0.0629, 0.0823, 4.6947, 0.5649, 7.2290
0.1295, -0.0524, 0.0791, 9.7405, -2.9313, 12.5420
0.1026, -0.0678, 0.0725, 9.8779, -3.8931, 13.3664
0.0809, -0.0729, 0.0920, 8.0840, -3.6107, 11.9618
0.0626, -0.0947, 0.0842, 6.4656, -4.5954, 10.7176
0.0245, -0.1257, 0.0649, 1.4122, -2.0000, 4.0992
0.0106, -0.1318, 0.0671, -2.9160, 0.8168, -2.4427
0.0435, -0.1171, 0.0730, -2.9924, -0.1756, -4.7252
0.0533, -0.1037, 0.0842, -3.1298, -0.9695, -4.7863
0.0540, -0.0871, 0.0757, -1.0153, -1.2061, -1.9466
0.0577, -0.0800, 0.0708, 1.8321, -2.6183, 1.9924
0.0450, -0.0891, 0.0796, 4.0382, -4.0153, 5.2061
0.0301, -0.0864, 0.0940, 5.1832, -5.4427, 8.1527
0.0089, -0.1025, 0.0857, 2.3817, -4.6107, 4.9084
-0.0104, -0.1088, 0.0962, -1.6489, -1.7863, -2.6718
-0.0060, -0.0837, 0.0923, -3.1450, -0.2672, -6.5496
-0.0014, -0.0407, 0.0894, -1.9618, -0.5573, -6.4122
0.0186, -0.0324, 0.0808, 0.5649, -1.2824, -1.8550
0.0355, -0.0153, 0.0601, 5.4351, -3.8473, 3.5344
0.0609, -0.0380, 0.0696, 14.7634, -4.2748, 13.8397
0.0423, -0.0727, 0.0308, 12.5573, -0.4351, 11.5573
0.0572, -0.0505, 0.0295, 7.8321, 2.9084, 2.8779
0.0755, -0.0121, 0.0405, 10.5496, 3.2214, 3.1908
0.0894, -0.0014, 0.0330, 16.4275, 0.5878, 7.3206
0.1109, -0.0173, 0.0269, 21.8244, 0.7481, 6.2214
0.1109, 0.0164, 0.0127, 30.4962, 3.2672, 9.0458
0.1238, -0.0063, 0.0010, 42.0840, 0.5115, 10.0611
0.1346, -0.0209, -0.0051, 45.9924, 1.7634, 16.4275
0.1126, -0.0524, 0.0474, 35.3511, 4.6489, 14.1221
0.0777, -0.0427, 0.0737, 18.4656, 1.2519, 7.5725
0.0872, -0.0285, 0.0688, 13.7405, -9.6336, 8.9084
0.1209, -0.0685, -0.0034, 13.6565, -18.1069, 8.4656
0.1627, -0.0952, -0.0386, 4.0763, -9.0763, -10.4885
0.2322, -0.0493, -0.0474, -2.7328, 3.6565, -27.2061
0.2933, 0.0064, -0.0308, 0.6336, 11.2137, -26.5191
0.3397, 0.0501, 0.0032, 8.0916, 8.4656, -16.4504
0.3619, 0.0689, 0.0085, 23.5725, 1.4656, -3.5649
0.3511, 0.0572, 0.0200, 33.8168, -1.5649, 10.2366
0.3416, 0.0421, 0.0254, 41.0687, -1.3588, 15.7786
0.2955, -0.0268, 0.0276, 39.6641, 1.9618, 12.4962
0.2252, -0.0807, 0.0081, 25.0763, 14.3359, -6.6336
0.2051, -0.0646, 0.0132, 13.4656, 22.5878, -28.6641
0.1802, -0.0644, 0.0371, 11.8168, 21.5038, -39.4733
0.1976, -0.0353, 0.0464, 10.0229, 14.9618, -38.5954
0.2535, 0.0086, 0.0566, 11.9084, 6.0458, -36.3817
0.2288, -0.0060, 0.0574, 15.2137, 4.1603, -31.3817
0.2227, -0.0244, 0.0667, 14.0000, 7.5954, -32.4351
0.1854, -0.0317, 0.0327, 14.9695, 3.9466, -39.9389
0.2178, -0.0515, 0.0549, 12.2824, 7.0458, -40.0153
0.2034, -0.0085, 0.0828, 17.0076, 4.2290, -42.0611
0.1964, -0.0192, 0.0479, 16.3817, 10.7557, -33.2824
0.2318, -0.0148, 0.0596, 14.3282, 16.8855, -34.1832
0.2447, -0.0034, 0.0322, 16.9847, 17.8321, -30.2137
0.2496, -0.0109, 0.0415, 14.4122, 25.3359, -33.1679
0.2413, -0.0158, 0.0283, 11.1450, 29.0840, -35.4351
0.2313, -0.0483, 0.0383, 3.3664, 34.2137, -42.3130
0.2339, -0.0400, 0.0066, -1.2748, 36.3053, -45.0763
0.2479, -0.0593, 0.0002, 2.6107, 32.8015, -46.6183
0.2574, -0.0449, -0.0237, 1.3435, 32.5573, -48.2672
0.2508, -0.0397, 0.0066, 5.4885, 31.5802, -49.5496
0.2347, -0.0466, 0.0293, 4.6183, 27.5267, -46.1069
0.2532, -0.0483, 0.0190, 4.8626, 24.9924, -39.7939
0.2510, -0.0615, 0.0154, 5.5496, 21.5496, -37.7557
0.2567, -0.0742, -0.0195, 4.7710, 19.3511, -35.4656
0.2618, -0.0759, -0.0193, 4.8321, 21.7481, -36.0305
0.2484, -0.0607, -0.0322, 9.7939, 19.0458, -31.9389
0.2342, -0.0541, 0.0012, 16.9008, 14.5878, -28.9847
0.2359, -0.0458, 0.0374, 19.4122, 9.4351, -30.8473
0.2459, -0.0236, 0.0632, 17.6870, 7.4733, -29.1450
0.2557, -0.0146, 0.0815, 17.8321, 4.2748, -23.0382
0.2486, -0.0182, 0.0896, 15.0763, 3.2977, -21.6870
0.2501, -0.0058, 0.0908, 11.9084, 7.9542, -20.6336
0.2418, -0.0038, 0.0859, 12.1832, 6.7252, -21.7786
0.2108, -0.0209, 0.0823, 10.3206, 9.8015, -23.0992
0.2022, -0.0214, 0.0950, 11.4351, 6.9695, -21.9084
0.1863, -0.0336, 0.0938, 6.3969, 8.5649, -25.3435
0.1729, -0.0214, 0.0989, 2.5344, 7.9084, -28.0458
0.1673, -0.0266, 0.0967, 0.7786, 5.8168, -26.8931
0.1639, -0.0378, 0.0859, -0.2366, 6.4809, -22.6718
0.1727, -0.0546, 0.0732, -1.2443, 5.6794, -18.0229
0.1998, -0.0580, 0.0562, -3.3588, 3.4351, -16.5725
0.2110, -0.0759, 0.0330, -1.3664, 3.3893, -10.1145
0.2254, -0.0856, -0.0032, -0.9084, 1.4427, -7.4809
0.2525, -0.0817, -0.0195, 0.6336, 1.7557, -3.8931
0.2476, -0.0817, -0.0186, -0.9008, 4.8779, -4.5954
0.2396, -0.0524, 0.0066, 1.2901, 7.6565, -0.9008
0.2154, -0.0490, 0.0371, 2.2595, 5.3664, 3.9160
0.2049, -0.0383, 0.0427, 3.0687, 2.0382, 8.8092
0.1905, -0.0368, 0.0347, 4.9389, -2.5496, 11.6489
0.1719, -0.0422, 0.0254, 4.8931, -3.3435, 14.3740
0.1590, -0.0490, 0.0083, 3.9924, -2.2748, 12.4962
0.1419, -0.0505, 0.0225, 3.4275, -2.5267, 11.6031
0.1451, -0.0456, 0.0479, 2.4962, -3.0458, 9.5878
0.1607, -0.0278, 0.0562, 3.2443, -4.7328, 11.9237
0.1861, -0.0341, 0.0767, 2.1679, -7.2595, 13.8931
0.2315, -0.0351, 0.0654, 1.4122, -10.8550, 18.8473
0.2676, -0.0422, 0.0576, 1.3893, -14.2366, 22.3969
0.2921, -0.0495, 0.0320, 1.3130, -15.8855, 24.1298
0.3072, -0.0463, 0.0244, 1.2443, -14.9008, 25.1298
0.3121, -0.0361, 0.0437, 1.2214, -13.4580, 26.3282
0.3111, -0.0146, 0.0625, 0.3511, -15.5725, 25.0305
0.2894, -0.0453, 0.1021, -1.1756, -16.7634, 25.3435
0.2664, -0.0146, 0.1062, -3.1069, -16.1069, 22.1145
0.2518, 0.0145, 0.1057, 1.4198, -22.2672, 23.7634
0.2305, -0.0629, 0.1252, 0.9160, -23.5878, 24.4046
0.2327, -0.0327, 0.1208, -2.2901, -26.4886, 23.3817
0.2154, -0.0192, 0.0669, -2.3588, -28.9084, 25.1298
0.2542, -0.0119, 0.0024, -5.7023, -28.7405, 18.0992
0.2557, -0.0090, -0.0129, -10.1985, -21.2595, 19.9084
0.2120, 0.0150, 0.0171, -16.9771, -6.6794, 13.3435
0.1517, 0.0059, 0.1096, -21.7176, -2.4046, 9.8550
0.1214, 0.0108, 0.1655, -21.7405, -4.0916, 17.5802
0.1021, -0.0380, 0.2170, -27.0611, -12.9160, 27.4046
0.1480, -0.0634, 0.1929, -33.9466, -19.3435, 33.5649
0.2789, -0.0222, 0.0811, -20.7176, -37.6031, 28.1527
0.3150, -0.0458, -0.0581, -6.0916, -49.8550, 18.8473
0.3553, -0.0170, -0.1284, -2.3817, -37.8473, 22.4733
0.3773, 0.0308, -0.1228, -2.8855, -25.1069, 28.9008
0.3118, 0.0345, 0.0103, -8.6031, -11.6107, 32.1069
0.2291, -0.0112, 0.1365, -23.2977, -7.6794, 30.8168
0.1309, -0.0536, 0.2192, -40.0000, -13.2061, 27.9084
0.1068, -0.1069, 0.1824, -51.4275, -17.2137, 21.5573
0.1890, -0.0475, 0.0779, -37.9160, -31.5191, 7.5344
0.2586, -0.0051, -0.0708, -6.9389, -36.1603, 9.1374
0.3077, 0.0081, -0.0923, 10.4809, -26.0534, 13.3511
0.2977, 0.0284, -0.0334, 17.0840, -18.6870, 17.2443
0.2586, 0.0213, 0.0532, 16.4504, -16.2748, 24.9695
0.1824, -0.0034, 0.1152, -0.1450, -13.6947, 35.5115
0.1583, -0.0368, 0.1306, -16.1832, -8.5115, 44.0611
0.1414, -0.0942, 0.0625, -36.3588, -0.5496, 40.3969
0.2103, -0.0707, -0.0671, -57.0458, 10.4275, 24.7328
0.2686, -0.0349, -0.0820, -72.4962, 26.8473, 3.7863
0.3013, 0.0362, -0.0156, -62.3206, 27.2519, 5.9695
0.2505, 0.0338, 0.0532, -37.3053, 12.4733, 23.4580
0.1788, -0.0065, 0.0571, -24.5802, 5.6718, 27.6412
0.1431, -0.0202, 0.1003, -15.8855, 2.4122, 32.0458
0.1329, -0.0424, 0.0928, -13.8931, 0.5573, 30.4351
0.1526, -0.0593, 0.0598, -10.3053, 4.6641, 22.9466
0.1658, -0.0493, 0.0229, -11.6641, 8.5649, 21.5573
0.1614, -0.0588, 0.0190, -17.1374, 14.0000, 22.0763
0.1573, -0.0483, 0.0029, -18.8779, 17.2595, 24.1603
0.1141, -0.0671, 0.0068, -18.8397, 16.7786, 22.0076
0.0809, -0.0812, 0.0154, -25.1908, 14.6565, 18.7405
0.0921, -0.0617, 0.0166, -23.6183, 8.9237, 22.2366
0.1114, -0.0419, 0.0315, -17.6870, 0.5496, 27.0992
0.1194, -0.0522, -0.0034, -16.5114, 0.0153, 28.7099
0.1246, -0.0817, -0.0352, -18.7252, 3.0534, 25.1145
