SWV ITM Data Console - ITM Port: 0
2C device is ready.
MPU6050 is ready!
Calibration Complete!
Accel Offsets: X = -5674, Y = 614, Z = 11746
Gyro Offsets: X = -726, Y = -452, Z = -158
ax, ay, az, gx, gy, gz
0.4684, -0.0265, 0.2357, -18.4198, -23.3511, 9.0458
0.4974, -0.0092, 0.2240, -19.4886, -26.5267, 10.0458
0.4860, -0.0021, 0.2657, -21.8779, -23.1298, 17.0000
0.4679, 0.0426, 0.3153, -12.5038, -17.4580, 17.2519
0.4723, 0.0721, 0.4039, 2.3740, -10.9084, 19.3817
0.4762, 0.0643, 0.4806, 13.2595, -15.6336, 26.4886
0.5067, 0.0284, 0.4447, 18.8779, -26.8855, 33.6260
0.5775, 0.0360, 0.3785, 17.4809, -40.7176, 31.3817
0.5963, 0.0258, 0.2777, 14.2748, -42.3206, 27.7252
0.6097, 0.0258, 0.2225, 6.9237, -37.0382, 23.0534
0.6183, 0.0363, 0.2589, -1.5802, -25.8855, 16.8092
0.6222, 0.0573, 0.3331, 0.2595, -4.7176, 14.6641
0.5927, 0.0504, 0.3619, 9.2824, 5.2137, 10.4427
0.5721, 0.0055, 0.3414, 17.7176, 4.7023, 8.5191
0.5673, -0.0236, 0.2640, 20.7023, -0.5878, 9.5191
0.5619, -0.0416, 0.1952, 12.4962, 1.0763, -0.2290
0.5787, -0.0411, 0.1981, 0.4275, 1.9313, -3.4504
0.5780, -0.0082, 0.2328, -2.6641, 0.5725, -6.8015
0.5670, 0.0101, 0.2494, -8.7863, 1.0382, -6.7176
0.5682, -0.0026, 0.2448, -17.2137, 6.9160, -2.4275
0.5804, 0.0067, 0.2894, -19.8397, 14.3664, -5.0305
0.5770, 0.0238, 0.3129, -11.5038, 14.5420, -2.1145
0.6000, 0.0143, 0.3151, 3.8473, 6.1832, 2.7786
0.6097, 0.0192, 0.2789, 12.2748, -1.9160, 3.1221
0.5966, 0.0101, 0.2435, 12.0000, -6.3359, 2.0458
0.5931, 0.0153, 0.2428, 11.2901, -3.8168, -3.2519
0.6027, 0.0428, 0.2587, 7.7405, -2.9160, -6.3282
0.5941, 0.0250, 0.2450, 7.8855, -1.2366, -0.8092
0.6019, 0.0199, 0.2135, 4.3435, 1.3053, 3.0458
0.6078, 0.0365, 0.2023, 5.3664, 2.0000, 2.6336
0.5992, 0.0311, 0.1713, 4.7481, 2.4427, 2.8626
0.6066, 0.0321, 0.1869, 1.7710, 3.7557, -1.3664
0.6034, 0.0375, 0.1974, -0.5496, 4.0153, -2.1832
0.6100, 0.0443, 0.2028, -3.3893, 2.8244, -2.5725
0.6110, 0.0634, 0.2257, -3.7634, 2.2366, -2.1603
0.6095, 0.0634, 0.2069, -1.3893, 1.0534, -0.5115
0.6176, 0.0580, 0.1964, -2.1603, 1.5344, -1.5649
0.6136, 0.0450, 0.1898, -2.4351, 2.1985, 0.1603
0.6124, 0.0551, 0.1967, 0.9313, -0.6794, 0.2824
0.6051, 0.0448, 0.1879, 1.1298, -1.3511, 0.9542
0.5782, 0.0284, 0.1622, 0.1756, -0.5954, 0.4275
0.5802, 0.0272, 0.1407, 0.0840, -0.8550, 0.0687
0.5758, 0.0309, 0.1219, 0.2214, 0.9008, 0.8092
0.5643, 0.0192, 0.1051, 0.4809, 3.8397, 0.6031
0.5590, 0.0236, 0.1093, 5.7252, 5.2977, -0.3206
0.5575, 0.0157, 0.1085, 11.9084, 5.3740, -1.6107
0.5455, -0.0004, 0.0953, 11.9313, 6.9847, -2.6641
0.5575, 0.0131, 0.1246, 9.6794, 9.1298, -5.6260
0.5516, 0.0150, 0.1459, 8.4962, 11.6870, -5.7481
0.5773, 0.0526, 0.1813, 9.6412, 10.2748, -6.4656
0.5778, 0.0536, 0.1979, 12.1298, 9.8779, -5.3282
0.5929, 0.0636, 0.1967, 12.4275, 8.3588, -4.7710
0.6039, 0.0699, 0.2238, 14.2748, 5.9847, -5.4504
0.5970, 0.0690, 0.2513, 16.8321, 2.5954, -5.3588
0.6005, 0.0529, 0.2487, 17.3588, 0.7939, -3.3740
0.6007, 0.0482, 0.2592, 12.7328, 1.2061, -3.0534
0.6051, 0.0695, 0.2933, 9.8321, 1.9008, -5.0076
0.6058, 0.0509, 0.3353, 12.5038, -0.8473, -6.5954
0.6112, 0.0448, 0.3580, 16.8702, -4.2214, -5.6107
0.5988, 0.0067, 0.3810, 20.7786, -6.0382, -9.3893
0.6056, 0.0043, 0.4359, 21.1221, -6.1298, -10.6336
0.5829, 0.0240, 0.4240, 19.7099, -2.2901, -9.6489
0.5892, 0.0001, 0.4657, 7.0229, -5.2214, -12.0916
0.6237, 0.0223, 0.5155, -6.2214, 3.6412, -11.1985
0.6024, 0.0267, 0.5184, -20.8168, 0.1832, -12.3282
0.6134, 0.0243, 0.5424, -19.4580, -3.9618, -13.6565
0.6139, 0.0421, 0.5587, -14.1985, -5.5649, -9.3511
0.6241, 0.0563, 0.5621, -15.4733, 1.6031, -8.6870
0.6132, 0.0753, 0.5416, -15.3740, 13.3588, -4.2672
0.6080, 0.0704, 0.5101, -10.3740, 28.0763, 2.3588
0.5985, 0.0458, 0.4410, -1.7328, 48.3053, 2.0840
0.5975, 0.0258, 0.4259, 3.8244, 50.6947, -2.9160
0.6117, 0.0392, 0.4420, 10.4504, 49.9771, 4.5115
0.5922, 0.0468, 0.3617, 8.7099, 50.0382, 3.1603
0.5653, -0.0106, 0.2657, 12.1527, 43.5649, -13.0687
0.5228, -0.0062, 0.2404, 27.3130, 38.6336, -27.4580
0.5201, 0.0031, 0.2115, 30.6260, 26.6489, -35.5878
0.5079, 0.0331, 0.2064, 34.6947, 19.5725, -41.6336
0.5648, 0.1249, 0.2157, 28.8244, 19.0611, -42.0763
0.6083, 0.1964, 0.2001, 23.8626, 23.0992, -38.6489
0.6495, 0.2645, 0.2245, 33.6870, 16.2748, -40.0076
0.6344, 0.2091, 0.1442, 49.4809, 4.4656, -38.0687
0.5995, 0.1840, 0.1273, 57.2901, -6.0916, -46.3511
0.5477, 0.1598, 0.0792, 69.2672, -6.4580, -64.8168
0.5243, 0.0983, 0.0656, 82.1603, 7.2214, -72.2061
0.4889, 0.1251, 0.0641, 57.2977, 11.6260, -79.8473
0.4852, 0.1588, 0.0770, 33.5191, 19.8244, -83.2595
0.4728, 0.1451, 0.0323, 11.5725, 24.4656, -86.0611
0.4760, 0.1495, -0.0079, 2.6031, 25.7252, -82.0458
0.4762, 0.1544, -0.0206, 0.0382, 24.0229, -76.6336
0.4718, 0.1888, -0.0370, -7.0382, 23.6794, -65.9237
0.4945, 0.2155, -0.0482, -7.9084, 25.8397, -47.0382
0.5277, 0.2418, 0.0062, 5.8244, 11.3817, -26.0992
0.5131, 0.2704, -0.0385, 21.6565, -0.1145, -0.8931
0.4686, 0.2889, 0.0023, 28.3969, -6.2366, 9.9160
0.4032, 0.2633, 0.0629, 29.9695, -10.5496, 10.4733
0.3802, 0.2196, 0.0267, 26.7710, -13.0382, 6.7176
0.3500, 0.1400, 0.0302, 15.1298, -9.3435, -11.0916
0.3563, 0.1036, -0.0089, -10.6870, 2.0000, -31.2366
0.3969, 0.1644, -0.0231, -33.7939, 12.4656, -47.9924
0.4171, 0.2531, -0.0277, -42.5420, 16.8931, -54.7710
0.4552, 0.3051, -0.0280, -40.8015, 14.7939, -42.8550
0.4750, 0.3385, -0.0472, -30.1374, 13.0840, -25.7481
0.4711, 0.3336, -0.0380, -14.7252, 6.5115, -10.6641
0.4144, 0.2836, 0.0260, -7.9237, 3.5573, -0.6489
0.3549, 0.1923, 0.0389, -7.2901, 2.4427, 0.7786
0.3331, 0.1327, 0.0341, -6.7557, 2.5496, -6.4885
0.3385, 0.1259, -0.0067, -7.0840, -0.0916, -10.9008
0.3380, 0.0516, 0.0197, -25.9160, 7.9466, -22.0229
0.3688, 0.1246, 0.0216, -41.9237, 15.3435, -25.1069
0.4139, 0.2015, 0.0135, -40.1527, 15.1298, -16.2748
0.4222, 0.1989, -0.0096, -31.6412, 13.2672, -5.9008
0.4386, 0.1639, -0.0311, -28.0229, 13.1298, 5.3359
0.4508, 0.1259, -0.0480, -27.3664, 13.9160, 11.3435
0.4403, 0.1281, 0.0040, -28.0000, 12.0840, 12.3206
0.4139, 0.1278, 0.0643, -34.2366, 11.5649, 16.8168
0.3834, 0.0939, 0.0753, -41.3893, 12.2443, 12.9618
0.4008, 0.0809, 0.0609, -45.0076, 9.6031, 12.4809
0.4130, 0.0604, 0.0316, -48.8931, 7.8702, 14.2366
0.4408, 0.0687, 0.0092, -49.7786, 6.8244, 13.4198
0.4445, 0.0636, -0.0062, -43.7710, 5.3817, 16.7405
0.4384, 0.0394, 0.0104, -36.1221, 5.2672, 14.9695
0.4178, 0.0326, 0.0426, -32.2519, 5.0687, 18.6489
0.3905, 0.0382, 0.0861, -27.6565, 5.8779, 13.4275
0.3856, 0.0350, 0.1161, -20.3817, 5.5954, 10.3511
0.4103, 0.0311, 0.0907, -15.8626, 6.2214, 9.6870
0.4340, 0.0306, 0.0607, -17.0611, 8.1679, 9.8321
0.4425, 0.0363, 0.0665, -17.4122, 12.6183, 13.7634
0.4508, 0.0414, 0.0785, -18.7099, 11.5649, 18.6489
0.4440, 0.0175, 0.0682, -20.8550, 15.6565, 20.7557
0.4410, -0.0160, 0.0521, -21.4733, 17.6794, 20.6107
0.4276, -0.0416, 0.0575, -18.5573, 19.7557, 18.2672
0.4030, -0.0443, 0.0726, -16.6336, 18.6031, 20.4886
0.3993, -0.0087, 0.1041, -12.4733, 14.0916, 14.8168
0.3912, -0.0048, 0.1112, -7.5420, 11.0305, 14.2824
0.3922, -0.0145, 0.0839, -4.5954, 11.8397, 10.1221
0.4144, -0.0226, 0.0856, -2.4580, 10.1527, 6.0534
0.4264, -0.0070, 0.0797, 3.5038, 10.2901, 7.6947
0.4418, -0.0280, 0.0543, 6.6412, 10.8473, 10.7863
0.4242, -0.0673, 0.0267, 7.6412, 10.2519, 9.7252
0.3969, -0.0834, 0.0399, 10.2061, 8.0916, 3.9618
0.3839, -0.0577, 0.0775, 10.9695, 7.9084, 0.9008
0.3849, -0.0131, 0.1005, 13.1069, 8.2137, -0.5496
0.3876, 0.0111, 0.1100, 17.8855, 8.2901, 0.4656
0.4008, 0.0109, 0.0800, 19.9313, 10.1298, 0.7786
0.4027, 0.0055, 0.0643, 19.7328, 12.7023, 0.8550
0.3983, -0.0052, 0.0267, 20.0763, 14.7099, 1.9924
0.3988, -0.0111, -0.0057, 18.0992, 16.9466, 5.0611
0.3719, -0.0082, -0.0057, 17.7863, 17.1985, 6.9924
0.3617, 0.0033, -0.0006, 17.6641, 13.4809, 7.6260
0.3534, 0.0121, 0.0084, 17.4733, 10.5725, 7.6412
0.3568, 0.0475, 0.0162, 20.3893, 6.2366, 8.4656
0.3700, 0.0575, 0.0023, 23.5725, 1.5878, 10.5649
0.3702, 0.0480, -0.0536, 20.4733, 0.9084, 14.1832
0.3802, 0.0363, -0.0768, 14.6412, 3.4733, 13.9389
0.3575, 0.0277, -0.0673, 8.8626, 4.6489, 17.2290
0.3480, 0.0179, -0.0441, 0.0916, 6.0458, 18.8244
0.3580, 0.0175, -0.0599, -10.0687, 4.8321, 21.9695
0.3719, 0.0575, -0.0883, -18.0229, 1.0534, 30.6565
0.4144, 0.1266, -0.1207, -20.5496, -3.0076, 28.6718
0.4408, 0.1923, -0.0612, -15.6412, -7.0840, 26.7786
0.4598, 0.2008, 0.0223, -17.1603, -4.0076, 26.7481
0.4454, 0.1791, 0.0746, -14.4656, 4.7557, 38.9847
0.4235, 0.1781, 0.1327, -7.8473, 12.6565, 35.0534
0.3837, 0.1737, 0.1854, -2.6565, 20.8702, 34.9084
0.4030, 0.1940, 0.1520, -10.9771, 36.1603, 26.8626
0.4432, 0.2052, 0.1918, -12.7405, 48.1221, 16.1374
0.4662, 0.2123, 0.1288, -1.8626, 47.1069, 21.0916
0.4950, 0.1681, 0.1168, 15.6489, 32.7557, 11.1069
0.4945, 0.0846, 0.0782, 18.0534, 20.7405, 12.4198
0.5321, 0.0316, -0.0160, 0.2214, 15.5420, 12.4733
0.5714, 0.0577, -0.0214, -13.8702, 14.8550, 7.0229
0.5465, 0.0616, 0.0358, -16.7634, 19.4886, 7.3359
0.4794, 0.0697, 0.1315, -30.0000, 23.1145, -8.6336
0.3763, 0.1071, 0.3031, -42.2595, 20.6031, -21.7939
0.2596, 0.0541, 0.3615, -47.8092, 18.1985, -18.0382
0.2740, -0.0363, 0.3160, -34.1756, 15.2748, -9.0992
0.3058, -0.0743, 0.2260, -7.4275, 3.9313, -9.9542
0.3043, -0.0922, 0.2103, 9.0305, 5.6183, -0.0763
0.2699, -0.0558, 0.2740, 14.9084, 7.4046, 7.1908
0.2155, -0.0621, 0.2755, 16.1756, 7.1679, 14.4046
0.2052, -0.1239, 0.2535, 25.2672, -2.1145, 16.2901
0.2262, -0.1815, 0.2306, 30.8397, -9.8092, 14.9771
0.2672, -0.2042, 0.2064, 27.7557, -10.1985, 12.2290
0.3058, -0.1620, 0.2196, 14.4580, -4.2061, 8.0000
0.2980, -0.0656, 0.2784, 3.7405, 4.9847, 4.9771
0.2797, 0.0216, 0.3358, 0.2748, 10.5038, 8.8626
0.2574, 0.0070, 0.3033, 12.4275, 10.8779, 16.1221
0.2377, -0.0565, 0.2291, 16.0458, 9.5344, 10.5496
0.2225, -0.0492, 0.2560, 28.2061, 2.2672, 4.9542
0.2252, -0.0648, 0.2369, 46.9008, -4.3817, 9.7099
0.2677, -0.0651, 0.2159, 49.2824, -10.4046, 13.9237
0.3234, -0.0604, 0.1500, 39.6260, -7.4427, 14.5802
0.3759, -0.0790, 0.1552, 21.3053, 1.6260, 9.9847
0.3907, -0.0233, 0.1493, 0.8702, 10.5954, 6.5038
0.3705, 0.0375, 0.1554, -9.1679, 15.1298, 6.2595
0.3839, 0.0736, 0.2540, -6.9847, 15.8550, 11.7252
0.3383, 0.0460, 0.2587, 3.4580, 12.1527, 16.6947
0.3148, 0.0446, 0.2821, 11.5038, 2.6412, 24.1985
0.3073, -0.0167, 0.2621, 21.1145, -8.2290, 30.5649
0.3217, -0.0858, 0.1969, 22.1374, -16.3282, 30.4275
0.3632, -0.0665, 0.1591, 18.1908, -20.7023, 18.4809
0.4137, -0.0612, 0.1407, -0.1450, -18.8397, 13.0992
0.4154, 0.0221, 0.2079, -22.6412, -25.5802, 14.8321
0.3856, 0.1044, 0.3231, -32.2214, -21.1069, 12.4504
0.3478, 0.1256, 0.3802, -32.7710, -18.1450, 26.7481
0.3534, 0.0878, 0.3739, -30.8092, -18.1603, 32.9924
0.3390, 0.0699, 0.3417, -22.6947, -20.9237, 27.5420
0.3605, 0.0018, 0.2838, -15.8550, -22.2824, 21.3206
0.4193, -0.0253, 0.2213, -17.8092, -19.3359, 12.7557
0.4427, 0.0126, 0.2511, -15.6107, -13.1985, 6.5954
0.4374, 0.0375, 0.3051, -0.7557, -7.1908, 10.4198
0.4208, 0.0533, 0.3739, 4.6565, 2.7405, 20.0153
0.3956, 0.0770, 0.4513, 9.8702, 5.7557, 22.5267
0.3956, 0.0780, 0.4537, 18.2824, -0.4046, 29.8015
0.4083, 0.0284, 0.3773, 18.7481, -4.6794, 35.4351
0.4176, -0.0153, 0.2740, 9.9466, -2.5802, 29.1527
0.4452, 0.0187, 0.2479, 10.0000, -6.2824, 21.9160
0.4442, 0.0177, 0.2318, 15.9618, -7.5725, 15.7405
0.4091, -0.0089, 0.2408, 5.5496, 5.6336, 14.3130
0.3932, -0.0013, 0.2633, 2.0763, 13.8931, 13.6641
0.3776, -0.0077, 0.2621, 10.4656, 16.4198, 19.1679
0.3717, -0.0309, 0.2159, 14.1527, 16.8931, 18.7023
0.3695, -0.0731, 0.1666, 6.5573, 24.0153, 13.5573
0.3771, -0.0516, 0.1420, 4.4885, 22.1450, 4.8244
0.3597, -0.0538, 0.1810, 0.6947, 16.7023, -3.0153
0.3707, -0.0507, 0.1720, -11.0992, 18.0992, -5.8855
0.4347, -0.0157, 0.1830, -16.9924, 12.6489, -11.2977
0.4259, -0.0328, 0.1898, -13.7710, 4.8931, -10.9618
0.4757, 0.0355, 0.1830, -6.9008, -4.8015, -5.1603
0.4706, 0.0531, 0.2609, -2.1832, -12.9160, -9.7405
0.4164, 0.0187, 0.2750, -0.7939, -15.6183, -6.6870
0.4269, 0.0123, 0.2684, 1.4275, -10.6489, -7.4122
0.4425, 0.0267, 0.2450, 7.3893, -5.6489, -9.8931
0.4547, 0.0326, 0.2482, 20.7099, -3.2137, -8.8015
0.4664, 0.0619, 0.2997, 27.2214, -0.0229, -10.9618
0.4449, 0.0861, 0.3956, 26.0305, 13.0305, -9.8626
0.3944, 0.0717, 0.3817, 19.5954, 21.1298, -1.3969
0.3868, 0.0045, 0.2755, 6.4962, 28.3817, 3.8931
0.3978, 0.0062, 0.1871, 7.7939, 28.7099, 4.6794
0.3817, -0.0270, 0.1500, 13.0382, 21.1985, 6.7023
0.3700, -0.0270, 0.1256, 15.2977, 14.0687, 10.9008
0.3756, -0.0280, 0.0975, 12.0763, 8.2137, 8.9924
0.3932, -0.0148, 0.0822, 10.2519, 2.4275, 5.5649
0.4032, 0.0167, 0.0917, 9.6718, -1.9160, 2.1527
0.4308, 0.0551, 0.1393, 4.7557, -4.4504, -3.6031
0.4449, 0.0829, 0.1901, 0.5115, -4.6412, -2.2748
0.4464, 0.0834, 0.2035, -4.5878, -2.9618, -1.4962
0.4471, 0.0831, 0.2233, -7.9618, -2.0611, -0.6412
0.4313, 0.0734, 0.2416, -6.2519, -1.8321, 1.2595
0.4210, 0.0548, 0.2123, -5.1832, -0.7176, 2.1832
0.4237, 0.0336, 0.1671, -2.6947, 0.3206, 1.6260
0.4237, 0.0311, 0.1654, 1.5191, -1.0305, 1.6260
0.4164, 0.0367, 0.1854, 5.3130, -2.1527, 1.2519
0.4174, 0.0480, 0.2108, 9.7023, -4.3664, 1.3664
0.4164, 0.0582, 0.2469, 15.3893, -7.3359, 3.3817
0.4205, 0.0438, 0.2435, 16.3130, -5.3435, 5.6489
0.4269, 0.0414, 0.2399, 16.0229, -2.7786, 5.1450
0.4357, 0.0431, 0.2374, 15.1908, -0.3511, 5.4733
0.4508, 0.0536, 0.2645, 15.7863, 1.4351, 2.2214
0.4567, 0.0497, 0.2616, 21.1756, -0.2824, -0.6336
0.4711, 0.0656, 0.2709, 27.6565, -4.3053, 1.0153
0.4503, 0.0563, 0.3075, 30.4275, -3.5496, 4.7481
0.4286, 0.0687, 0.3146, 29.2290, 3.9389, 13.3511
0.4266, 0.0387, 0.3619, 16.3740, 3.3053, 4.7481
0.3866, 0.0497, 0.4176, 13.5191, 4.8473, 5.0000
0.3688, 0.0358, 0.4655, 16.9084, -1.8015, 11.7481
0.3519, 0.0260, 0.4523, 16.6412, -3.4275, 12.4046
0.3417, 0.0211, 0.4552, 18.8855, -2.5420, 13.0305
0.3544, 0.0267, 0.4445, 15.8168, -1.6107, 9.9084
0.3832, 0.0345, 0.4271, 4.4427, 2.2824, 4.0687
0.4117, 0.0673, 0.4235, -8.9542, 4.7176, 4.6031
0.4327, 0.0507, 0.4266, -22.9008, 7.1298, 3.6870
0.4271, 0.0367, 0.4215, -33.6641, 11.7939, 2.0534
0.4086, 0.0175, 0.4191, -36.8321, 10.7481, -3.5191
0.3922, -0.0177, 0.3861, -42.5649, 8.5725, -7.4275
0.3837, -0.0526, 0.3744, -46.0458, 9.7939, -14.7176
0.3864, -0.0341, 0.3917, -46.2748, 9.6641, -22.9008
0.3907, 0.0170, 0.4125, -33.6641, 2.7710, -21.7710
0.3895, 0.0150, 0.3829, -18.0611, -1.1298, -19.1450
0.3944, 0.0050, 0.3517, -7.4504, 0.3893, -17.9160
0.4161, 0.0365, 0.3292, 5.9008, -1.9389, -18.8015
0.4159, 0.0231, 0.3119, 9.9084, 1.0840, -21.2824
0.4125, 0.0363, 0.2924, 0.9237, 12.7939, -26.5344
0.4340, 0.0568, 0.2977, -11.4809, 24.0763, -30.7328
0.4401, 0.0753, 0.3239, -13.3359, 28.8015, -33.9160
0.4117, 0.0360, 0.2963, -11.2519, 25.0534, -35.2366
0.4330, 0.0162, 0.2550, -12.0076, 12.6870, -37.4580
0.4117, 0.0228, 0.2347, -5.7099, 8.2214, -38.7023
0.4034, -0.0133, 0.1854, -4.1298, 6.3053, -40.4809
0.4178, 0.0038, 0.1857, 4.9542, 1.1985, -36.6718
0.4073, 0.0155, 0.1664, 22.3206, -3.3282, -32.5420
0.4237, 0.0377, 0.1664, 31.0305, -0.5496, -33.7557
0.4242, 0.0848, 0.2067, 31.3588, 2.8244, -40.3053
0.4056, 0.1349, 0.2228, 29.7405, 3.1832, -35.0000
0.4037, 0.1310, 0.1864, 33.4580, 2.1985, -43.2595
0.3949, 0.0658, 0.1444, 28.1450, -0.6107, -44.6565
0.3827, 0.0504, 0.1200, 24.8855, -0.6183, -43.8092
0.3929, 0.0878, 0.1381, 22.7634, -3.3206, -37.8168
0.4420, 0.1754, 0.1417, 25.9542, -6.1756, -22.7786
0.4608, 0.2072, 0.1156, 32.0611, -10.3893, -3.2748
0.4467, 0.1642, 0.0487, 37.3817, -5.6641, 4.3511
0.4340, 0.0763, 0.0416, 36.5267, -2.2443, 6.4275
0.4113, 0.0038, 0.0184, 14.7099, 5.5420, -2.3359
0.4047, 0.0182, 0.0131, -8.3053, 16.2366, -11.5267
0.4117, 0.0646, 0.0170, -20.8015, 19.2061, -22.4580
0.4059, 0.1373, 0.0787, -29.5954, 17.7939, -35.1374
0.3890, 0.1803, 0.0848, -31.5420, 16.1908, -34.8473
0.4169, 0.1847, 0.0477, -27.4275, 15.0763, -28.0382
0.4474, 0.1664, -0.0150, -16.3588, 14.1145, -21.9084
0.4742, 0.1122, -0.0409, -16.6947, 16.9084, -15.2519
0.4738, 0.0958, -0.0348, -16.8168, 18.9771, -5.9771
0.4445, 0.0387, -0.0533, -16.3588, 18.7634, 3.0382
0.4042, -0.0724, -0.0834, -22.7481, 20.9084, -5.7176
0.3639, -0.1322, -0.0660, -36.3588, 26.4733, -23.4046
0.3749, -0.0499, -0.0157, -54.6870, 31.5420, -43.1603
0.3895, 0.0643, 0.0477, -62.6565, 31.9160, -46.2214
0.4100, 0.1442, 0.0573, -43.2748, 28.4580, -34.9771
0.4218, 0.1554, 0.0350, -11.2137, 23.9237, -22.0153
0.4008, 0.1056, 0.0402, 10.8244, 21.0840, -14.7023
0.3837, 0.0702, 0.0433, 21.7405, 20.3588, -9.0305
0.3693, 0.0096, 0.0233, 22.7863, 19.3511, -7.0076
0.3527, -0.0436, 0.0006, 19.2137, 21.7939, -10.4580
0.3221, -0.0870, 0.0094, 5.9618, 24.6183, -22.5420
0.2782, -0.0443, 0.0490, -5.5115, 24.2901, -33.4351
0.2689, -0.0016, 0.0883, -11.1603, 16.4427, -30.9008
0.2675, 0.0450, 0.0953, -11.5344, 9.2214, -29.1756
0.3285, 0.1144, 0.0936, -11.7176, -0.2137, -10.9084
0.3678, 0.0931, 0.0406, -6.7328, -7.4580, -0.3206
0.3815, 0.0392, -0.0001, -7.7023, -9.6947, 7.0382
0.4142, -0.0023, -0.0409, -13.6183, -7.2519, 8.6794
0.4125, -0.0038, -0.0475, -17.1527, -4.0763, 7.0229
0.3700, 0.0148, 0.0280, -20.2137, -1.7710, 5.4198
0.3365, 0.0223, 0.0797, -25.8550, -0.0305, 6.5725
0.3158, -0.0074, 0.0643, -27.4351, 1.9771, 1.9771
0.3187, -0.0201, 0.0543, -19.9618, 1.4962, 0.9237
0.3378, -0.0233, 0.0443, -15.1069, 0.3282, 0.7710
0.3549, -0.0016, 0.0687, -15.1527, -0.1221, 6.1069
0.3461, -0.0070, 0.0702, -12.5038, -1.4656, 10.8626
0.3451, -0.0399, 0.0792, -9.7557, -2.9160, 13.1450
0.3414, -0.0668, 0.0626, -14.5420, -0.3969, 12.8931
0.3424, -0.0782, 0.0856, -18.5420, 2.2443, 9.2443
0.3539, -0.0802, 0.0709, -15.5802, 2.7252, 8.9160
0.3700, -0.0802, 0.0873, -11.3206, 2.9084, 8.5573
0.3514, -0.0787, 0.0978, -8.0916, 4.2595, 8.8931
0.3365, -0.0687, 0.1051, -2.8931, 3.9924, 9.2672
0.3268, -0.0660, 0.1173, 0.9542, 3.0458, 11.2443
0.3107, -0.0612, 0.1227, 2.6794, 3.3588, 11.6489
0.2985, -0.0431, 0.1244, 3.7634, 3.2061, 12.7710
0.3016, -0.0509, 0.1102, 6.3664, 2.1145, 11.7405
0.3143, -0.0853, 0.0538, 6.6031, 2.8702, 9.1069
0.3488, -0.0731, 0.0050, 6.3053, 5.4962, 7.2061
0.3666, -0.0702, -0.0565, 8.3206, 6.6107, 7.7634
0.3627, -0.0724, -0.0621, 11.9237, 7.4962, 7.9695
0.3673, -0.0861, -0.1007, 15.3511, 7.8168, 8.9466
0.3702, -0.0883, -0.1046, 15.7557, 9.4885, 11.9008
0.3651, -0.0687, -0.0900, 14.4046, 11.9695, 15.1298
0.3390, -0.0646, -0.0682, 11.4733, 13.0916, 12.0076
0.2836, -0.0985, -0.0946, 13.9084, 11.5496, 8.5115
0.2794, -0.1232, -0.1056, 11.6565, 12.1908, -6.2290
0.3070, -0.0863, -0.0868, 4.5802, 14.0611, -12.0840
0.3339, -0.0111, -0.0626, 3.6031, 12.8092, -9.8397
0.3641, 0.0836, 0.0023, 10.1603, 5.7557, -0.1374
0.3573, 0.1346, 0.0292, 15.9389, 0.0382, 15.3511
0.3602, 0.1525, 0.0082, 22.2443, -3.9160, 28.3282
0.3470, 0.1119, 0.0084, 26.9466, -1.0229, 30.6183
0.3798, 0.0446, -0.0433, 23.7786, 11.1069, 24.8168
0.4274, 0.0009, -0.0775, 14.5725, 25.0840, 10.2824
0.4479, -0.0304, -0.0609, 2.2290, 37.7023, -5.0687
0.4713, -0.0082, -0.0861, -1.2443, 35.5420, -11.9847
0.4674, 0.0106, -0.0292, -6.0840, 25.1603, -21.0916
0.4528, 0.0612, 0.0741, -16.9695, 14.0611, -18.8473
0.4176, 0.1102, 0.1361, -15.2748, 0.4275, -17.3053
0.3951, 0.2198, 0.2172, -9.1374, -10.5344, -15.3511
0.3839, 0.2260, 0.1823, -8.7252, -3.7710, -10.9771
0.3715, 0.1801, 0.1276, -3.7634, 5.1298, -11.4122
0.4044, 0.0929, 0.1398, -4.0763, 3.6641, -3.7786
0.4193, -0.0114, 0.1239, -4.4733, -3.3740, -12.0305
0.3983, -0.0963, 0.1534, -10.0534, -13.0229, -15.8473
0.3849, -0.1310, 0.1722, -11.6718, -12.0000, -11.3130
0.3719, -0.0292, 0.1815, -16.5802, -10.1145, -5.8092
0.3517, 0.0511, 0.1735, -16.4275, -7.9466, -2.1985
0.3058, 0.0814, 0.2264, -14.3359, -5.0153, 5.8779
0.2789, 0.0883, 0.2330, -4.1756, -7.0305, 8.9313
0.3014, -0.0028, 0.2736, 5.7328, -11.4809, 15.1145
0.3068, -0.1102, 0.3082, 4.5649, -10.2672, 15.2824
0.2892, -0.1642, 0.3009, -3.6412, -13.3664, 10.8397
0.3334, -0.1429, 0.2616, -10.4733, -18.8473, 9.1603
0.3605, -0.1046, 0.2626, -18.4580, -19.1221, -2.9695
0.3026, -0.0612, 0.2784, -26.9313, -11.4046, -3.1603
0.2589, -0.0311, 0.3177, -28.7634, -1.5191, -5.3740
0.2462, -0.0148, 0.3668, -25.6107, 3.2977, -3.1145
0.2692, -0.0848, 0.3439, -7.9618, 2.0840, -1.8321
0.3424, -0.1525, 0.3019, 4.2061, -5.0840, -1.6489
0.3741, -0.2006, 0.2487, 0.5115, -10.4809, -9.2595
0.3937, -0.2079, 0.2142, -12.2748, -8.8702, -9.8931
