SWV ITM Data Console - ITM Port: 0
2C device is ready.
MPU6050 is ready!
Calibration Complete!
Accel Offsets: X = -5674, Y = 614, Z = 11746
Gyro Offsets: X = -726, Y = -452, Z = -158
ax, ay, az, gx, gy, gz
0.4701, -0.2111, -0.0306, 22.6260, -30.4809, -21.1756
0.4738, -0.3324, -0.1102, 8.0763, -18.6641, -27.9771
0.4821, -0.2645, -0.0726, -0.4733, -13.6718, -31.2901
0.4906, -0.0902, 0.1149, 0.4427, -14.7557, -29.9237
0.4821, 0.0616, 0.2106, -15.1908, -17.1756, -25.6870
0.4823, 0.1068, 0.2089, -10.1450, -20.3664, -22.1679
0.4891, 0.0668, 0.1400, -0.8779, -22.3511, -18.8244
0.4855, 0.0048, 0.0331, 8.7557, -21.2901, -22.0840
0.5209, -0.0282, -0.0389, 14.7863, -22.0611, -26.7710
0.5480, -0.0533, -0.1176, 17.3893, -17.7252, -19.6031
0.5751, -0.0612, -0.1803, 8.9618, -9.6336, -11.4885
0.5870, -0.0167, -0.1803, -3.8397, -1.6031, -2.2214
0.6078, 0.0433, -0.0863, -12.7252, 1.9313, 5.1069
0.5797, 0.0941, -0.0118, -5.7634, -1.7863, 2.8015
0.5433, 0.0475, 0.0631, -3.2214, -3.7023, 1.5344
0.5111, 0.0031, 0.0807, -13.7481, -4.4733, -6.0611
0.4933, -0.0155, 0.0577, -14.4046, -6.4427, -10.9771
0.5253, -0.0028, 0.0031, -16.6947, -8.0763, -15.2748
0.5336, -0.0114, -0.0375, -18.1527, -7.1527, -13.6718
0.5482, -0.0240, -0.0668, -11.7328, -6.2901, -10.3817
0.5541, -0.0311, -0.0768, -4.0000, -4.6641, -4.0458
0.5629, 0.0148, -0.0541, 2.8931, -3.1069, 0.4733
0.5463, 0.0421, 0.0021, 8.4962, -4.1450, 0.4275
0.5397, 0.0138, 0.0673, 5.8092, -6.0687, 0.0458
0.5123, -0.0184, 0.1002, 5.1221, -3.4046, 0.3053
0.5118, -0.0262, 0.1056, 2.5344, 0.1450, 0.0916
0.5223, -0.0546, 0.0856, 2.5878, 2.4427, -4.7939
0.5062, -0.0753, 0.0370, 0.5344, 4.6107, -9.8015
0.5243, -0.0941, 0.0065, -4.7557, 7.6947, -14.1221
0.5370, -0.0878, 0.0023, -5.4809, 8.5496, -16.0611
0.5663, -0.0531, 0.0182, -1.2748, 6.9771, -12.8550
0.5831, -0.0211, 0.0116, 6.5649, 6.0458, -9.2214
0.5785, -0.0316, 0.0275, 14.3435, 5.5496, -4.6031
0.5616, -0.0790, 0.0355, 14.4046, 3.7786, -2.7939
0.5499, -0.0944, 0.0714, 9.5573, 1.9389, -1.8702
0.5448, -0.0760, 0.1078, 7.8015, -0.8244, -3.0611
0.5494, -0.0819, 0.1205, 7.0153, -3.3740, -3.8702
0.5450, -0.1095, 0.0800, 3.3511, -3.6031, -1.2519
0.5641, -0.1085, 0.0438, 1.2443, -1.8321, -1.9466
0.5782, -0.0834, 0.0319, 0.7023, -1.3435, -1.6412
0.5812, -0.0670, 0.0612, -1.3511, -1.9466, -1.4275
0.5802, -0.0585, 0.0839, -0.8244, -1.9084, -0.0229
0.5780, -0.0763, 0.0892, 3.9237, -1.0763, -0.1374
0.5775, -0.1093, 0.0905, 0.1298, 0.6794, -0.2748
0.5934, -0.0868, 0.0748, -3.8168, 4.0305, -0.2519
0.5990, -0.0887, 0.0868, -3.1832, 6.1832, -0.4198
0.5856, -0.1068, 0.0861, -7.1298, 7.7710, 0.3511
0.5924, -0.0875, 0.1141, -8.8092, 7.1756, 0.7557
0.5892, -0.0597, 0.1366, -4.8473, 4.6031, 2.1374
0.5870, -0.0602, 0.1461, -1.1145, 2.3282, 4.0534
0.5778, -0.0792, 0.1522, -0.3740, 1.6870, 4.0992
0.5563, -0.1031, 0.1549, -3.0458, 2.5878, 3.6870
0.5668, -0.0948, 0.1666, -10.5420, 4.7405, 1.1450
0.5748, -0.0648, 0.1656, -11.3511, 5.4504, 0.0687
0.5902, -0.0414, 0.1674, -3.2137, 4.3969, -1.2519
0.5917, -0.0443, 0.1532, -0.7405, 5.5954, 0.9160
0.6019, -0.0394, 0.1237, 0.4885, 7.1832, 2.2901
0.5917, -0.0323, 0.1339, 5.6336, 7.3740, 1.9618
0.5875, -0.0631, 0.1324, 6.8397, 8.5878, 3.0763
0.5890, -0.0670, 0.1176, 4.2290, 8.7710, 1.0458
0.5848, -0.0665, 0.1085, 4.5878, 8.3740, -0.1985
0.5819, -0.0609, 0.0951, 4.5496, 8.9008, -0.4122
0.5624, -0.0709, 0.0773, 5.4809, 10.6489, 0.0229
0.5555, -0.0712, 0.0685, 8.2901, 10.8168, -0.7176
0.5582, -0.0590, 0.0734, 12.0611, 10.5878, 1.5344
0.5394, -0.0785, 0.0367, 10.5725, 11.1603, 4.1527
0.5380, -0.0905, -0.0035, 7.0611, 11.6412, 4.0840
0.5306, -0.1056, -0.0311, 5.1069, 12.3893, 3.0916
0.5219, -0.0968, -0.0426, 4.2748, 12.9771, 2.0305
0.5201, -0.0719, -0.0358, 2.8931, 13.4275, 0.6031
0.5006, -0.0922, -0.0260, 1.3130, 12.7328, 4.5802
0.4965, -0.0936, -0.0121, 0.8168, 12.0153, 4.6336
0.4813, -0.0929, -0.0116, -1.3053, 10.9924, 3.1832
0.4928, -0.0712, -0.0214, -2.9313, 9.7710, 6.6336
0.5121, -0.0575, -0.0302, -7.0153, 8.3664, 12.0458
0.5338, -0.0240, -0.0485, -10.9542, 6.0840, 19.7939
0.5475, -0.0057, -0.0455, -10.1450, 1.6641, 27.3817
0.5568, 0.0138, -0.0353, -8.4580, -1.5191, 30.8168
0.5822, 0.0204, -0.0292, -11.7710, -3.4733, 33.3664
0.5719, 0.0016, -0.0365, -12.8015, -0.1603, 34.7710
0.5734, -0.0111, 0.0228, -19.6489, -1.3206, 34.8473
0.5524, -0.0350, 0.0409, -23.0534, 7.9160, 33.4733
0.5272, -0.0509, 0.0553, -24.5267, 8.6031, 23.4809
0.5302, -0.0790, 0.1110, -20.4427, 9.0763, 16.0153
0.5289, -0.0782, 0.1603, -24.6870, 14.1679, 13.4351
0.5297, -0.0404, 0.1776, -24.5954, 16.5802, 9.0153
0.5360, -0.0260, 0.2504, -4.7405, 9.4275, 2.8168
0.5504, -0.0336, 0.2762, 19.7328, 9.9618, 5.6641
0.5240, -0.0599, 0.2203, 37.1221, 14.4275, 14.1985
0.5306, -0.1061, 0.1559, 48.3511, 18.0458, 17.1298
0.5389, -0.1412, 0.0751, 51.1603, 21.3435, 19.6870
0.5485, -0.1464, 0.0343, 45.9237, 22.2366, 11.9924
0.5526, -0.1759, 0.0187, 36.0153, 20.4656, 8.9313
0.5438, -0.1710, -0.0262, 24.6794, 26.8092, -0.7557
0.5260, -0.1801, -0.0050, 13.0000, 37.8015, -9.9771
0.5079, -0.1539, 0.0741, -0.2595, 49.1069, -22.1298
0.5121, -0.0992, 0.1957, -16.1756, 59.1450, -22.7176
0.5087, -0.0353, 0.2408, -15.1374, 65.1145, -23.1221
0.5289, -0.0323, 0.2753, 0.8015, 59.8397, -19.7328
0.5245, -0.0765, 0.2760, 13.6794, 55.0229, -13.9542
0.5306, -0.0834, 0.2452, 23.5114, 51.4504, 2.4809
0.4950, -0.0443, 0.2877, 28.1756, 39.1374, -2.7099
0.5006, -0.0160, 0.3129, 32.5420, 27.4046, 7.1069
0.5074, 0.0150, 0.2855, 50.9618, 19.4046, 9.8321
0.5099, 0.0013, 0.2360, 67.6718, 12.8931, 11.5115
0.5052, -0.0363, 0.2208, 72.0611, 14.3282, 9.8473
0.5035, -0.0658, 0.2430, 66.9313, 21.1145, 12.5344
0.4816, -0.0634, 0.2296, 54.6565, 25.2519, 10.5573
0.4613, -0.0612, 0.1857, 43.0229, 30.4886, 9.0916
0.4257, -0.0543, 0.1288, 30.9389, 32.3969, 0.7328
0.3895, -0.0353, 0.0963, 19.8855, 32.0153, -1.6947
0.3734, 0.0192, 0.0941, 15.6870, 31.7405, -5.5802
0.4132, 0.0240, 0.1454, 16.5496, 23.9618, -1.6794
0.4100, 0.0355, 0.1740, 20.4580, 18.4580, 6.0763
0.3925, 0.0248, 0.2198, 27.2443, 10.3817, 11.5725
0.3590, 0.0070, 0.2250, 33.0916, 3.2901, 15.6183
0.3390, -0.0304, 0.1742, 30.4427, -1.7634, 18.0076
0.3231, -0.0331, 0.1281, 19.5878, -2.7634, 11.1450
0.3212, -0.0162, 0.1324, 17.5114, -7.6183, 2.8015
0.3561, 0.0297, 0.1740, 26.1832, -15.9466, -0.5878
0.3944, 0.0580, 0.1620, 32.3817, -21.7252, -0.8321
0.4276, 0.0758, 0.1654, 33.6870, -29.5878, 5.3053
0.4462, 0.0570, 0.1061, 36.1298, -37.9084, 10.4733
0.4237, 0.0284, 0.0087, 29.9084, -36.3588, 11.7863
0.4054, 0.0031, -0.0289, 15.9389, -28.8931, 5.0840
0.4020, 0.0499, 0.1178, 1.6718, -21.0229, -10.7786
0.3820, 0.0724, 0.3231, -6.8092, -15.0611, -26.2672
0.4232, 0.1071, 0.4364, -15.3588, -18.9771, -29.3435
0.4789, 0.1847, 0.5597, -18.4275, -26.0611, -25.8702
0.4923, 0.1925, 0.5013, -16.1069, -36.1069, -15.6794
0.5316, 0.1761, 0.4716, -4.2137, -43.5420, -4.2137
0.4916, 0.1388, 0.3217, 1.1527, -40.7176, 5.6641
0.4979, 0.0580, 0.2333, -0.0382, -32.8931, 7.4885
0.4916, 0.0609, 0.1837, -0.5496, -32.4656, 1.6336
0.4930, 0.0375, 0.1740, -7.5802, -33.4198, -5.0229
0.5350, 0.0538, 0.2062, -25.8626, -38.8855, -10.4504
0.5797, 0.0919, 0.2660, -32.6794, -67.0992, -16.1832
0.6119, 0.1044, 0.2399, -25.5878, -81.2748, -14.3130
0.5831, 0.0468, 0.2079, -37.0534, -88.4427, -16.1221
0.5782, 0.0472, 0.1888, -44.7557, -87.0305, -6.8168
0.5609, 0.0277, 0.1283, -33.1221, -54.5954, 4.9389
0.5521, 0.0092, 0.1115, -28.8015, -33.9008, 11.7023
0.6146, 0.0013, 0.1820, -8.5954, -16.1832, 9.1527
0.6195, 0.0216, 0.2582, 5.5496, 4.5725, -9.1145
0.6571, -0.0253, 0.3734, -6.4733, 8.2595, -5.9771
0.6884, -0.0341, 0.4501, -20.1985, 0.9466, -1.7023
0.7164, -0.0204, 0.4430, -12.4809, -11.5649, 3.8931
0.6876, -0.0184, 0.3124, -5.3053, -13.9389, 6.1298
0.6693, -0.0211, 0.2218, -13.4962, 11.1145, 18.2748
0.6810, -0.0140, 0.2255, -25.2290, 31.4656, 30.5878
0.6803, 0.0072, 0.2560, 8.3664, 25.4198, 19.8321
0.6957, -0.0182, 0.2345, 28.0305, 11.0000, 8.9924
0.7145, -0.0311, 0.2399, 9.0763, 8.6870, 16.0153
0.7052, 0.0038, 0.2499, -0.2137, 0.4427, 15.6794
0.6901, 0.0138, 0.2164, 8.0763, -14.7328, 0.7099
0.6764, -0.0116, 0.1747, 3.5115, -16.2595, 1.6260
0.6444, -0.0148, 0.1393, -6.7939, -6.8626, 7.7786
0.6212, -0.0118, 0.1237, -9.3435, 5.0382, 11.2901
0.6454, -0.0223, 0.1764, -2.8779, 13.4885, 2.8244
0.6493, -0.0135, 0.2130, 4.2214, 14.8168, -1.8015
0.6676, -0.0096, 0.2421, 3.8473, 15.0382, -4.2443
0.6576, -0.0267, 0.2494, 3.2443, 11.3817, 0.1374
0.6449, -0.0118, 0.2357, 4.6565, 7.9237, 0.9924
0.6578, -0.0009, 0.2169, 6.6412, 5.8855, 5.2443
0.6058, -0.0172, 0.1639, 12.0687, 4.6412, 3.4809
0.6014, -0.0299, 0.1376, 8.2214, 7.1908, 7.0916
0.6244, -0.0072, 0.1385, 9.2672, 7.1374, 5.8855
0.6371, 0.0062, 0.1432, 15.2824, 4.5420, 1.8244
0.6315, 0.0079, 0.1117, 13.9695, 5.2748, 2.4885
0.6364, 0.0167, 0.0961, 10.0153, 8.1679, 2.1756
0.6256, 0.0277, 0.0970, 6.6336, 12.7557, 3.9160
0.6469, 0.0345, 0.1154, 4.9160, 15.2977, 4.9237
0.6630, 0.0363, 0.1481, 6.6183, 12.8092, 4.5191
0.6366, 0.0275, 0.1488, 8.6336, 10.2519, 3.6718
0.6139, -0.0045, 0.1346, 5.6183, 10.6718, 5.6260
0.5914, 0.0021, 0.1351, 4.2290, 11.8321, 5.1985
0.6036, -0.0011, 0.1683, 5.9237, 10.6031, 1.7634
0.5948, -0.0133, 0.1674, 6.5420, 10.5496, 0.1679
0.6049, -0.0096, 0.1710, 7.8092, 7.1527, -0.4885
0.6061, -0.0028, 0.1573, 5.9618, 7.5420, -1.4962
0.6051, 0.0028, 0.1219, 3.3511, 9.7786, 0.7710
0.6127, 0.0192, 0.1139, 1.5191, 12.4580, 1.3511
0.6080, 0.0258, 0.1027, -2.1298, 18.1679, 3.7557
0.6256, 0.0314, 0.1464, -1.5115, 16.8779, 4.3282
0.6334, 0.0341, 0.1813, 2.6336, 15.7557, 0.2901
0.6222, 0.0192, 0.2008, 5.7863, 12.5725, -2.2672
0.6075, 0.0133, 0.1830, 9.3206, 10.5267, -4.2366
0.5729, -0.0035, 0.1324, 7.6489, 13.1145, -2.2672
0.5851, 0.0201, 0.1154, 5.6870, 15.3664, -0.6183
0.6083, 0.0433, 0.1461, 7.2443, 14.4733, -1.7481
0.5958, 0.0297, 0.1776, 9.7099, 10.7786, -2.9695
0.5809, 0.0099, 0.1747, 8.2137, 8.1756, -1.6641
0.5792, 0.0084, 0.2001, 4.4962, 6.9542, -0.7252
0.5753, -0.0062, 0.2008, 0.9466, 5.0153, 2.0076
0.5817, -0.0016, 0.2015, -2.7328, 4.1374, 4.9771
0.6058, 0.0187, 0.2250, -0.5802, 0.7405, 2.1908
0.6207, 0.0192, 0.2379, 0.8168, -2.4580, 2.3435
0.6136, 0.0116, 0.2313, 0.6183, -2.6412, 2.3893
0.6241, 0.0280, 0.2438, 5.1298, -4.1450, 1.1450
0.6373, 0.0367, 0.2828, 9.8931, -5.3282, -1.4656
0.6512, 0.0214, 0.3480, 17.6565, -9.1298, -8.2748
0.6056, -0.0013, 0.3197, 22.6718, -6.3282, -6.4275
0.5587, -0.0182, 0.2992, 21.6107, 1.4351, -8.8321
0.5653, -0.0402, 0.3160, 11.2519, 15.9084, -4.2901
0.5663, -0.0482, 0.3219, 1.3435, 27.4580, 3.2748
0.5470, -0.0170, 0.3217, -3.3893, 39.0458, 4.1908
0.5907, -0.0045, 0.3497, -5.5496, 45.6947, 7.3511
0.6041, 0.0367, 0.3973, -3.4733, 50.5649, 5.8855
0.6046, 0.0468, 0.4408, 2.4962, 53.8244, 4.7176
0.5880, 0.0150, 0.4940, 4.9542, 52.8092, 12.0076
0.5612, 0.0182, 0.4042, 4.2137, 57.1985, 9.0916
0.5380, 0.0326, 0.3285, -0.0534, 64.5115, 9.3282
0.5262, -0.0099, 0.2936, -9.8397, 63.0153, 17.3130
0.5179, -0.0084, 0.2858, -17.8550, 67.8092, 14.4351
0.5084, -0.0077, 0.2538, -25.6641, 58.9008, 7.6336
0.5280, 0.0148, 0.3141, -26.9466, 45.4427, 1.9695
0.5494, 0.0414, 0.3207, -21.5573, 29.6183, -3.7099
0.5455, 0.0563, 0.3417, -14.1527, 16.3206, -9.6107
0.5477, 0.0485, 0.3695, -6.0611, 6.3817, -16.0458
0.5602, 0.0385, 0.4164, 5.9847, -1.8092, -23.8168
0.5375, 0.0016, 0.4044, 11.7634, -5.5496, -25.0153
0.5184, -0.0101, 0.3890, 8.2366, -4.8244, -23.7634
0.5138, -0.0004, 0.3995, 8.0458, -6.4504, -29.3435
0.5282, -0.0060, 0.4454, 7.4885, -10.7939, -26.5496
0.5077, -0.0118, 0.4196, 1.3664, -13.4504, -20.0229
0.5089, -0.0135, 0.3656, -5.8015, -11.9466, -20.2824
0.5197, -0.0275, 0.3060, -12.8626, -8.5649, -23.5191
0.5228, -0.0087, 0.3094, -14.6260, -7.9542, -22.4504
0.5131, -0.0079, 0.3160, -10.0687, -9.4656, -25.6794
0.4935, -0.0260, 0.2943, 1.1145, -12.5573, -26.5802
0.4796, -0.0389, 0.2843, 18.4886, -15.8015, -31.0305
0.4825, -0.0631, 0.2692, 24.2901, -13.4504, -23.4656
0.4728, -0.0804, 0.2159, 9.9466, -7.7863, -14.7176
0.4923, -0.0612, 0.1332, -2.8779, -1.9924, -9.0687
0.5262, -0.0389, 0.1141, -16.3053, -0.8397, -7.3893
0.5553, 0.0189, 0.1088, -25.9084, -8.6641, -8.4733
0.5861, 0.0819, 0.1422, -31.3282, -6.1679, -1.4809
0.5848, 0.1417, 0.1613, -25.3359, -7.0000, 0.2366
0.5729, 0.1244, 0.1561, -18.7099, -9.0916, 5.4046
0.5394, 0.0663, 0.0909, -11.5649, -6.6641, 2.9466
0.5248, -0.0165, 0.0641, -9.3282, -4.1985, -7.3969
0.5052, -0.0614, 0.0651, -13.4122, 0.1527, -17.9389
0.5221, -0.0206, 0.0748, -23.2214, 0.8931, -21.0076
0.5033, 0.0060, 0.0656, -18.0992, -2.8015, -30.6947
0.4984, 0.0292, 0.0753, 1.8092, -4.2748, -36.1145
0.5016, 0.0509, 0.0580, 24.1145, -3.5420, -37.0840
0.5026, 0.0116, 0.0287, 43.8855, -0.8702, -37.0229
0.5087, 0.0114, -0.0397, 49.9160, 4.4733, -28.1603
0.5057, 0.0035, -0.0660, 48.2595, 12.0611, -22.8702
0.5233, 0.0055, -0.1075, 41.8702, 21.8092, -9.2290
0.5253, -0.0282, -0.1300, 27.0000, 28.4275, 1.3206
0.4967, -0.0074, -0.0704, 0.9389, 23.5725, 4.7481
0.4586, 0.0690, 0.0682, -10.6794, 15.9160, 1.4885
0.4471, 0.1324, 0.1425, -11.8244, 11.9466, 0.1908
0.4523, 0.1464, 0.1378, -6.2519, 2.6412, 1.8321
0.4794, 0.1349, 0.0394, 2.6565, 3.6260, 4.5038
0.5038, 0.0863, -0.0551, 9.4504, 7.4885, 2.0305
0.5079, 0.0551, -0.1102, 13.0687, 12.8550, 5.1298
0.5353, 0.0328, -0.1366, 7.6031, 17.3282, 9.8550
0.5475, 0.0424, -0.1349, 1.5191, 18.1527, 17.2214
0.5240, 0.0646, -0.0616, -9.5038, 18.0611, 17.7023
0.4945, 0.1046, -0.0211, -14.4504, 11.9160, 13.1374
0.4808, 0.0607, 0.0443, -15.4885, 7.9313, 7.5267
0.4467, -0.0309, 0.0360, -25.4580, 7.7634, 1.2137
0.4479, -0.0541, 0.0028, -32.2901, 6.9237, -6.9771
0.4738, -0.0194, -0.0123, -37.3817, 5.2290, -8.8473
0.4679, 0.0092, -0.0050, -34.1298, 6.2137, -8.7023
0.4694, 0.0399, 0.0062, -23.0763, 4.7786, -2.2137
0.4579, 0.0287, 0.0465, -9.3664, 3.3511, 3.5344
0.4525, -0.0092, 0.0514, -2.3588, 3.9466, 7.7481
0.4374, -0.0604, 0.0507, 0.9847, 4.3664, 5.4122
0.4193, -0.1344, 0.0531, -4.4122, 6.6031, 1.2901
0.4218, -0.1366, 0.0355, -11.9695, 10.2137, -3.4962
0.4469, -0.0731, 0.0487, -15.5420, 11.9542, -5.1832
0.4562, -0.0343, 0.0560, -13.1374, 12.8168, -3.3893
0.4640, -0.0267, 0.0773, -6.9618, 10.6336, 0.5344
0.4679, -0.0338, 0.0802, -1.6412, 7.0687, 5.0153
0.4767, -0.0602, 0.0856, 1.6260, 5.3359, 6.0763
0.4706, -0.1190, 0.0731, -2.5344, 4.5649, 5.8244
0.4811, -0.1176, 0.0858, -5.3359, 6.2748, 3.0534
0.4752, -0.1176, 0.0890, -5.3130, 7.2977, 1.6870
0.4703, -0.1132, 0.1158, -8.9389, 6.2290, 0.3969
0.4742, -0.0892, 0.1127, -9.6107, 4.9542, 1.5496
0.4777, -0.0590, 0.1312, -8.2061, 4.5267, 3.4809
0.4784, -0.0646, 0.1486, -6.7328, 4.8702, 4.0229
0.4784, -0.1085, 0.1566, -6.2443, 4.2748, 5.3130
0.4801, -0.1007, 0.1405, -6.9237, 5.1221, 4.3206
0.4840, -0.0912, 0.1664, -3.4046, 5.0687, 0.2290
0.4684, -0.0870, 0.1832, -0.6183, 4.9618, 1.0687
0.4801, -0.0741, 0.1840, 1.7481, 5.5573, 1.0153
0.4703, -0.0646, 0.1854, 5.2901, 6.9008, 1.6336
0.4747, -0.0599, 0.2140, 7.3511, 7.1832, 2.7176
0.4518, -0.0897, 0.2172, 3.4504, 7.8321, 3.8626
0.4503, -0.0690, 0.2389, 2.5802, 9.2748, 2.3817
0.4569, -0.0328, 0.2081, 7.4580, 10.0611, 0.0763
0.4618, -0.0424, 0.2072, 9.7176, 12.1832, -0.1450
0.4696, -0.0641, 0.1815, 8.3664, 15.4809, -1.2443
0.4877, -0.0475, 0.1495, 8.3435, 19.3130, -1.7023
0.4945, -0.0270, 0.1591, 5.7710, 20.1985, -1.0992
0.4965, -0.0370, 0.1332, 5.3740, 18.8168, 2.8244
0.4862, -0.0302, 0.1210, 9.2901, 18.1908, 2.6336
0.4762, -0.0438, 0.1251, 7.4885, 15.8244, 2.1374
0.4703, -0.0568, 0.1161, 5.4809, 14.4733, 2.4733
0.4559, -0.0333, 0.1144, 5.6183, 12.5496, 0.3588
0.4591, -0.0363, 0.1019, 5.6412, 11.0229, 2.4580
0.4525, -0.0314, 0.0997, 7.4504, 8.3282, 3.3130
0.4569, -0.0465, 0.0675, 10.1527, 6.1145, 4.7786
0.4662, -0.0538, 0.0297, 10.7786, 5.3664, 6.3359
0.4596, -0.0612, -0.0052, 12.1374, 3.9008, 7.0305
0.4576, -0.0702, -0.0079, 13.1832, 3.0458, 7.8168
0.4467, -0.0875, -0.0338, 8.8702, 2.7481, 8.7099
0.4366, -0.0673, -0.0468, 8.5267, 3.0611, 9.2901
0.4215, -0.0514, -0.0184, 8.5649, 2.7634, 7.0000
0.4110, -0.0521, -0.0145, 5.7252, 2.5344, 7.5878
0.4030, -0.0558, -0.0231, 4.6260, 1.0763, 6.7328
0.4081, -0.0499, -0.0421, 4.8550, 3.2672, 6.6183
0.4340, -0.0736, -0.0817, 3.2595, 4.6718, 5.4046
0.4537, -0.0314, -0.1034, 5.2290, 0.5038, -4.0458
0.4843, -0.0553, -0.0966, 12.4809, 1.6870, -3.7481
0.5270, -0.0297, -0.1378, 11.8168, 2.3359, 6.8550
0.5438, 0.0553, -0.1803, 26.7710, -5.8092, 23.5496
0.5052, 0.0504, -0.0306, 46.8168, -0.3206, 17.8779
0.4698, -0.0184, 0.0375, 24.7939, 6.7710, 23.2595
0.4523, -0.0436, 0.0782, 6.2824, 10.2748, 26.7786
0.4340, -0.0575, 0.0709, 6.9771, 11.8550, 28.8473
0.4152, -0.1173, 0.0485, -2.5191, 13.6489, 25.8015
0.4034, -0.1202, 0.0206, -15.6031, 12.5496, 23.8092
0.4105, -0.0790, -0.0111, -16.9695, 11.3511, 17.6412
0.4340, -0.0226, -0.0055, -17.6718, 10.1756, 10.3588
0.4762, 0.0433, 0.0519, -9.9466, 3.7328, 7.9084
0.4923, 0.0734, 0.1354, 3.1985, -8.1527, 5.5878
0.5048, 0.1207, 0.1793, 10.0076, -17.0916, 9.0382
0.4943, 0.1432, 0.2296, 11.9313, -21.1221, 14.5954
0.4840, 0.1034, 0.1674, 18.8321, -12.7557, 13.9924
0.4791, 0.0724, 0.1036, 27.2214, 2.6107, 14.5725
0.4647, 0.0182, 0.0504, 35.6107, 18.9847, 4.3435
0.4916, -0.0365, 0.0294, 28.7328, 27.6107, -6.0305
0.5201, -0.0536, -0.0255, 5.6947, 38.3282, -9.5649
0.5385, 0.0326, 0.0182, -14.7405, 40.5725, -9.3817
0.5289, 0.1478, 0.2120, -19.3740, 25.4122, -3.0534
0.4657, 0.1986, 0.3094, -8.4046, 20.4351, 12.1450
0.4274, 0.2015, 0.3624, 14.1221, 19.1679, 23.8015
0.3932, 0.1246, 0.3573, 49.5038, 22.3130, 27.4962
0.3778, -0.0778, 0.2914, 65.7863, 23.8321, 24.3282
0.3700, -0.1713, 0.1666, 52.4656, 28.0000, 12.4962
0.3969, -0.1791, 0.0360, 32.3969, 36.4580, -1.3053
0.4376, -0.0719, 0.0204, 3.4351, 47.3588, -11.5420
0.4398, 0.0858, 0.1678, -25.1832, 55.0458, -13.3969
0.4955, 0.2775, 0.4650, -21.1145, 34.0611, -1.9160
0.4537, 0.2235, 0.5079, -1.7939, 0.1908, 22.2595
0.4086, 0.0677, 0.4003, 14.1756, -16.3053, 30.2214
0.3763, -0.0485, 0.2330, 11.4656, -13.6183, 26.6870
0.3871, -0.1097, 0.1119, -2.1908, -8.7939, 18.5496
0.3939, -0.0817, 0.0848, -18.1374, -7.9160, 10.7176
0.4012, -0.0277, 0.1925, -28.2214, -6.1450, 5.0687
0.4196, 0.0133, 0.3468, -29.6260, -5.4656, 5.6489
0.3988, -0.0084, 0.4720, -27.1908, -9.7023, 8.5802
0.3864, -0.0472, 0.4991, -20.3435, -24.1069, 12.7557
0.4139, -0.0372, 0.4999, -7.2519, -35.0000, 9.7710
0.4181, -0.0270, 0.4484, 12.0458, -48.8015, 3.5954
0.4291, -0.0123, 0.2819, 18.1527, -48.5344, 0.1298
0.4196, -0.0355, 0.1742, 5.5954, -28.9847, 1.9237
0.4366, -0.0426, 0.1586, -8.2214, -7.3053, 4.9466
0.4413, -0.0216, 0.1871, -17.3053, -3.2519, 7.8092
0.4569, -0.0367, 0.2645, -13.8397, -1.8931, 5.0382
0.4335, -0.0660, 0.3263, -22.2824, 3.3740, 6.3664
0.4562, -0.0905, 0.3807, -32.9847, 1.4504, 6.9160
0.4755, -0.0629, 0.3712, -32.6718, -3.9847, 8.5420
0.4884, -0.0370, 0.3710, -28.4275, -7.3969, 7.1832
0.4830, -0.0426, 0.3390, -19.6565, -10.4275, 9.5954
0.4867, -0.0853, 0.2736, -18.4962, -10.7634, 13.6565
0.4904, -0.0760, 0.2013, -26.1679, -8.2519, 15.5115
0.4728, -0.0692, 0.1852, -20.2901, 4.3817, 14.1908
0.4867, -0.1000, 0.2472, -20.2366, 8.7405, 5.8244
0.4979, -0.1110, 0.3375, -24.1374, 11.7023, 7.5115
0.5048, -0.1075, 0.3785, -17.4886, 10.5954, 9.1145
0.5206, -0.0895, 0.3668, -1.2748, -3.8168, 6.0076
0.5067, -0.0895, 0.2897, 9.5573, -15.6183, 5.3664
0.5258, -0.1239, 0.2277, 9.0763, -16.2824, 5.6718
0.4874, -0.1119, 0.1996, 10.4198, -22.4504, -3.8397
0.5089, -0.1068, 0.2003, 10.8473, -36.3664, -10.8702
0.4786, -0.0927, 0.1537, -2.7176, -9.1298, -4.5191
0.5028, -0.0997, 0.1893, -25.2443, 23.9771, 8.1298
0.5236, -0.0736, 0.2635, -10.7863, 25.1374, 3.2977
0.5079, -0.0621, 0.2552, 12.9237, 16.0687, -3.6947
0.5563, -0.0919, 0.3258, 16.5573, 10.9084, -6.1756
0.5687, -0.0753, 0.3895, 20.6107, 6.4656, -4.4504
0.5441, -0.0790, 0.3478, 30.7176, -5.4427, -4.1221
0.4938, -0.1046, 0.2318, 24.1069, -10.9924, -0.2977
0.4686, -0.0956, 0.1229, 6.8321, -3.5115, 3.8321
0.4865, -0.0714, 0.1141, -5.3817, 8.1374, 5.8244
0.5192, -0.0409, 0.1779, -8.8397, 13.7786, 7.4275
0.5480, -0.0277, 0.2548, 0.5115, 8.6031, 7.3664
0.5521, -0.0265, 0.2931, 15.6565, -2.6260, 5.1298
0.5209, -0.0629, 0.2521, 23.0611, -9.7786, 1.4504
0.5028, -0.0800, 0.2059, 18.5496, -8.8092, 0.9618
